id,status_group
31953,functional
30754,non functional
8295,non functional
9248,non functional
9919,non functional
6084,functional
31852,functional
38984,non functional
59200,functional
64457,functional
73726,non functional
34612,functional
72638,functional
56260,functional
31892,functional
31273,non functional
36818,non functional
28548,non functional
23428,non functional
13599,non functional
9949,functional
3245,functional
25477,functional
44756,functional
28503,functional
49298,functional
1260,functional
22274,functional
66423,non functional
7952,functional
45781,functional
1690,functional
15750,functional
69088,functional
27392,non functional
15324,non functional
7550,functional
61027,functional
70907,functional
50505,non functional
63219,functional
26698,non functional
22034,functional needs repair
20546,functional
34036,non functional
66407,non functional
33923,functional
69546,functional
8134,non functional
63864,functional
65215,functional
32644,non functional
14694,functional
15010,functional
57884,non functional
43886,non functional
6705,non functional
52120,non functional
13554,functional
39720,non functional
63110,non functional
31471,functional
18231,non functional
52885,non functional
11152,non functional
29560,functional
28069,functional
66603,functional
37925,non functional
66396,non functional
12651,functional
26887,non functional
20011,functional
34200,non functional
58159,non functional
829,non functional
34545,non functional
46583,functional
52823,functional
62348,functional needs repair
60599,non functional
35247,functional
29994,non functional
62406,functional
34119,functional
34249,functional needs repair
50352,functional
10183,non functional
40227,functional
12093,non functional
74031,functional needs repair
41314,functional
64805,non functional
29038,functional
57358,functional
46467,functional
24734,non functional
38949,non functional
30922,functional
52284,functional
69503,functional
30812,non functional
41146,functional needs repair
53407,non functional
45084,non functional
2937,functional
1170,non functional
36762,functional
59765,functional
37246,non functional
26762,non functional
43142,functional
36071,functional needs repair
64232,non functional
62932,functional
27262,functional
2668,functional
46123,non functional
65659,non functional
65586,non functional
6241,non functional
14182,non functional
52086,non functional
32319,non functional
53234,non functional
7700,non functional
10391,non functional
16711,non functional
31749,functional
34069,functional
53012,functional
4483,non functional
74105,non functional
67394,non functional
61847,functional
30687,non functional
64569,functional
34195,non functional
68105,functional
46923,non functional
33876,functional
3896,non functional
45476,functional
70583,functional
58559,functional needs repair
40780,functional
46238,functional
59498,functional needs repair
6566,functional needs repair
25144,non functional
62554,non functional
4623,non functional
19124,functional
22117,functional
41007,functional
65145,functional
3094,functional
14706,non functional
40934,functional
7009,functional
40489,functional
7813,non functional
43707,non functional
14164,non functional
19912,functional
27781,non functional
73747,non functional
48016,non functional
28241,non functional
29816,non functional
39668,functional needs repair
43655,non functional
36024,functional
55311,functional
49492,functional
30618,non functional
19289,non functional
5251,functional
16811,functional needs repair
20486,functional
836,functional
38471,non functional
2101,functional
24723,non functional
43656,non functional
10935,non functional
5374,functional
72746,non functional
12911,non functional
30208,functional
52953,functional
46445,functional
46613,functional
42507,functional
29009,functional
70248,non functional
66285,functional
56995,functional
44657,functional
74051,non functional
8454,functional
45948,functional
70309,non functional
38618,non functional
16264,functional
23159,functional
55050,non functional
72444,functional
5734,functional
64972,functional
49690,non functional
6827,non functional
68145,functional
26977,functional
61574,functional
56873,functional
53511,non functional
8253,functional
5822,functional
52203,non functional
41221,functional
21893,functional
47157,functional
29004,non functional
18634,non functional
62845,functional
36946,non functional
1990,non functional
